Build Timestamp (UTC)	Build	Job	Job URL	Build Trigger	Allow Job Failure	PR#	Branch	Commit	Commit Range	Commit Message	Sketch Filename	Board ID	IDE Version	Program Storage (bytes)	Dynamic Memory (bytes)	# Warnings	Allow Failure	Exit Status	# Board Issues	Board Issue	# Library Issues	Library Issue
2018-02-16 08:01:53	2	2.64	https://travis-ci.org/per1234/MiniCore/jobs/342213652	push	false	false	test-pb	d9c3bd4eb84d65ffd1cc99bb5ce516ff44aba464	4c644fd81ebd...d9c3bd4eb84d	Temporarily disable some jobs to stay within the 200 job maximum	/home/travis/Arduino/hardware/MiniCore/avr/libraries/Wire/examples/slave_receiver/slave_receiver.ino	MiniCore:avr:168:variant=modelNonP,BOD=4v3,LTO=Os,clock=18_432MHz_external	1.6.11	3848	409	0	false	0	0		0	
2018-02-16 08:01:57	2	2.64	https://travis-ci.org/per1234/MiniCore/jobs/342213652	push	false	false	test-pb	d9c3bd4eb84d65ffd1cc99bb5ce516ff44aba464	4c644fd81ebd...d9c3bd4eb84d	Temporarily disable some jobs to stay within the 200 job maximum	/home/travis/Arduino/hardware/MiniCore/avr/libraries/Wire/examples/i2c_scanner/i2c_scanner.ino	MiniCore:avr:168:variant=modelNonP,BOD=4v3,LTO=Os,clock=18_432MHz_external	1.6.11	4050	522	0	false	0	0		0	
2018-02-16 08:02:00	2	2.64	https://travis-ci.org/per1234/MiniCore/jobs/342213652	push	false	false	test-pb	d9c3bd4eb84d65ffd1cc99bb5ce516ff44aba464	4c644fd81ebd...d9c3bd4eb84d	Temporarily disable some jobs to stay within the 200 job maximum	/home/travis/Arduino/hardware/MiniCore/avr/libraries/Wire/examples/digital_potentiometer/digital_potentiometer.ino	MiniCore:avr:168:variant=modelNonP,BOD=4v3,LTO=Os,clock=18_432MHz_external	1.6.11	2410	218	0	false	0	0		0	
2018-02-16 08:02:04	2	2.64	https://travis-ci.org/per1234/MiniCore/jobs/342213652	push	false	false	test-pb	d9c3bd4eb84d65ffd1cc99bb5ce516ff44aba464	4c644fd81ebd...d9c3bd4eb84d	Temporarily disable some jobs to stay within the 200 job maximum	/home/travis/Arduino/hardware/MiniCore/avr/libraries/Wire/examples/SFRRanger_reader/SFRRanger_reader.ino	MiniCore:avr:168:variant=modelNonP,BOD=4v3,LTO=Os,clock=18_432MHz_external	1.6.11	4346	408	0	false	0	0		0	
2018-02-16 08:02:08	2	2.64	https://travis-ci.org/per1234/MiniCore/jobs/342213652	push	false	false	test-pb	d9c3bd4eb84d65ffd1cc99bb5ce516ff44aba464	4c644fd81ebd...d9c3bd4eb84d	Temporarily disable some jobs to stay within the 200 job maximum	/home/travis/Arduino/hardware/MiniCore/avr/libraries/Wire/examples/slave_sender/slave_sender.ino	MiniCore:avr:168:variant=modelNonP,BOD=4v3,LTO=Os,clock=18_432MHz_external	1.6.11	2336	228	0	false	0	0		0	
2018-02-16 08:02:12	2	2.64	https://travis-ci.org/per1234/MiniCore/jobs/342213652	push	false	false	test-pb	d9c3bd4eb84d65ffd1cc99bb5ce516ff44aba464	4c644fd81ebd...d9c3bd4eb84d	Temporarily disable some jobs to stay within the 200 job maximum	/home/travis/Arduino/hardware/MiniCore/avr/libraries/Wire/examples/master_reader/master_reader.ino	MiniCore:avr:168:variant=modelNonP,BOD=4v3,LTO=Os,clock=18_432MHz_external	1.6.11	3812	390	0	false	0	0		0	
2018-02-16 08:02:16	2	2.64	https://travis-ci.org/per1234/MiniCore/jobs/342213652	push	false	false	test-pb	d9c3bd4eb84d65ffd1cc99bb5ce516ff44aba464	4c644fd81ebd...d9c3bd4eb84d	Temporarily disable some jobs to stay within the 200 job maximum	/home/travis/Arduino/hardware/MiniCore/avr/libraries/Wire/examples/master_writer/master_writer.ino	MiniCore:avr:168:variant=modelNonP,BOD=4v3,LTO=Os,clock=18_432MHz_external	1.6.11	2412	224	0	false	0	0		0	
2018-02-16 08:02:19	2	2.64	https://travis-ci.org/per1234/MiniCore/jobs/342213652	push	false	false	test-pb	d9c3bd4eb84d65ffd1cc99bb5ce516ff44aba464	4c644fd81ebd...d9c3bd4eb84d	Temporarily disable some jobs to stay within the 200 job maximum	/home/travis/Arduino/hardware/MiniCore/avr/libraries/Wire/examples/slave_receiver/slave_receiver.ino	MiniCore:avr:168:variant=modelNonP,BOD=4v3,LTO=Os,clock=18_432MHz_external	1.6.13	3848	409	0	false	0	0		0	
2018-02-16 08:02:23	2	2.64	https://travis-ci.org/per1234/MiniCore/jobs/342213652	push	false	false	test-pb	d9c3bd4eb84d65ffd1cc99bb5ce516ff44aba464	4c644fd81ebd...d9c3bd4eb84d	Temporarily disable some jobs to stay within the 200 job maximum	/home/travis/Arduino/hardware/MiniCore/avr/libraries/Wire/examples/i2c_scanner/i2c_scanner.ino	MiniCore:avr:168:variant=modelNonP,BOD=4v3,LTO=Os,clock=18_432MHz_external	1.6.13	4050	522	0	false	0	0		0	
2018-02-16 08:02:27	2	2.64	https://travis-ci.org/per1234/MiniCore/jobs/342213652	push	false	false	test-pb	d9c3bd4eb84d65ffd1cc99bb5ce516ff44aba464	4c644fd81ebd...d9c3bd4eb84d	Temporarily disable some jobs to stay within the 200 job maximum	/home/travis/Arduino/hardware/MiniCore/avr/libraries/Wire/examples/digital_potentiometer/digital_potentiometer.ino	MiniCore:avr:168:variant=modelNonP,BOD=4v3,LTO=Os,clock=18_432MHz_external	1.6.13	2410	218	0	false	0	0		0	
